,,,,,,,,,,,,,,,,,,,,
"Get the cheapest shipping rates for free!
Start shipping at www.pirateship.com",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
USPS Priority Mail Express International,,,,,,,,,,,,,,,,,,,,
"USPS Commercial Pricing Rates • Effective January 22nd, 2023",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"The fastest international service USPS offers, with delivery in 3-5 days depending on customs.",,,,,,,,,,,,,,,,,,,,
Includes $200 insurance and end-to-end tracking for most countries.,,,,,,,,,,,,,,,,,,,,
"Use the ""International Country Codes"" to determine which group each country is in.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Commercial Pricing - The cheapest rates USPS offers for this service!,,,,,,,,,,,,,,,,,,,,
"No Monthly Fees - No Markups - No Minimums - Pirate Ship is FREE because we get paid by the carriers, not by you!",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Rates,Canada,"Rest of World: Use the ""International Country Codes"" to determine which group each country is in.",,,,,,,,,,,,,,,,,,
Weight Not Over (lbs),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Flat Rate Envelopes,$51.98,$60.85,$70.94,$64.16,$67.28,$70.85,$66.58,$71.91,-,-,-,-,-,-,-,-,-,-,-,-
0.5,$53.07,$61.41,$74.26,$66.53,$69.93,$71.19,$66.03,$69.65,$71.19,$61.86,$69.17,$71.71,$74.28,$68.06,$69.07,$68.09,$67.60,$63.50,$84.60,$69.07
1,$55.54,$65.01,$75.80,$68.55,$71.89,$75.70,$71.14,$76.83,$77.64,$66.79,$71.23,$74.26,$78.39,$70.02,$72.05,$70.17,$74.28,$67.07,$86.17,$73.25
2,$60.48,$69.68,$81.82,$73.01,$75.81,$81.29,$76.39,$84.34,$85.22,$72.02,$75.36,$81.05,$83.48,$76.76,$75.67,$73.48,$80.05,$73.15,$93.01,$78.15
3,$65.42,$74.37,$87.84,$77.46,$80.34,$86.88,$81.64,$91.86,$92.82,$77.23,$79.49,$87.84,$88.57,$83.52,$79.27,$76.80,$85.81,$79.24,$99.87,$83.06
4,$70.36,$79.04,$93.86,$81.92,$84.96,$92.46,$86.89,$99.38,$100.41,$82.46,$83.61,$94.64,$93.66,$90.27,$82.89,$80.11,$91.57,$85.31,$106.71,$87.99
5,$75.30,$83.73,$99.91,$86.36,$89.56,$98.05,$92.15,$106.87,$108.00,$87.68,$87.97,$101.42,$98.74,$97.01,$86.48,$83.42,$97.33,$91.38,$113.57,$92.90
6,$80.24,$86.68,$105.81,$90.73,$94.11,$103.76,$97.79,$114.28,$115.48,$92.49,$92.80,$125.36,$104.05,$103.15,$90.30,$86.64,$102.66,$95.82,$120.22,$96.45
7,$85.18,$89.96,$111.84,$95.18,$98.71,$109.46,$103.18,$121.80,$123.07,$97.38,$97.70,$133.48,$109.24,$109.95,$94.03,$89.85,$108.10,$100.26,$127.07,$100.22
8,$90.12,$93.24,$117.84,$99.64,$103.33,$115.17,$108.56,$129.28,$130.64,$102.27,$102.60,$141.56,$114.46,$116.75,$97.74,$93.06,$113.53,$104.71,$133.89,$103.99
9,$95.06,$96.52,$123.88,$104.08,$107.94,$120.87,$113.92,$136.79,$138.24,$107.15,$107.50,$149.66,$119.66,$123.56,$101.47,$96.25,$118.96,$109.13,$140.74,$107.77
10,$100.00,$99.80,$129.90,$108.54,$112.56,$126.59,$119.31,$144.29,$145.81,$112.03,$112.41,$157.78,$124.88,$130.38,$105.19,$99.47,$124.40,$113.58,$147.58,$111.54
11,$104.94,$102.89,$136.11,$112.87,$117.62,$132.54,$124.93,$151.96,$153.98,$116.82,$117.31,$165.91,$130.26,$137.30,$109.02,$103.32,$128.85,$117.53,$154.53,$123.68
12,$109.88,$106.15,$142.10,$117.33,$122.26,$138.26,$130.32,$159.45,$161.59,$121.81,$122.32,$174.16,$135.47,$144.52,$112.74,$107.17,$133.41,$121.47,$161.33,$127.74
13,$114.82,$109.44,$148.07,$121.76,$126.87,$143.96,$135.70,$166.96,$169.20,$126.79,$127.33,$182.36,$140.69,$151.75,$116.46,$111.03,$137.98,$125.42,$168.11,$131.79
14,$119.76,$112.72,$154.05,$126.20,$131.51,$149.68,$141.08,$174.47,$176.80,$131.78,$132.33,$190.58,$145.91,$158.98,$120.19,$114.90,$142.54,$129.36,$174.88,$135.83
15,$124.70,$115.99,$160.01,$130.65,$136.14,$155.40,$146.49,$181.99,$184.43,$136.77,$137.34,$198.82,$151.11,$166.21,$123.91,$118.76,$147.11,$133.31,$181.66,$139.89
16,$129.64,$119.15,$165.99,$135.09,$140.76,$161.13,$151.88,$189.51,$192.03,$141.77,$142.36,$207.05,$156.34,$173.43,$127.63,$122.62,$151.67,$137.26,$188.45,$143.94
17,$134.58,$122.31,$171.97,$139.54,$145.40,$166.83,$157.26,$197.01,$199.64,$146.75,$147.37,$215.26,$161.55,$180.66,$131.35,$126.47,$156.24,$141.21,$195.23,$147.98
18,$139.52,$125.46,$177.95,$143.97,$150.03,$172.55,$162.64,$204.51,$207.26,$151.73,$152.37,$223.49,$166.77,$187.90,$135.10,$130.34,$160.81,$145.15,$202.02,$152.02
19,$144.46,$128.62,$183.90,$148.43,$154.68,$178.27,$168.04,$212.03,$214.87,$156.73,$157.39,$231.71,$171.97,$195.12,$138.81,$134.19,$165.38,$149.08,$208.80,$156.07
20,$149.56,$131.79,$189.89,$152.87,$159.30,$183.97,$173.43,$219.54,$222.49,$161.72,$162.40,$239.94,$177.19,$202.34,$142.54,$138.05,$169.93,$153.04,$215.58,$160.12
21,$154.54,$135.07,$195.67,$157.16,$163.77,$189.69,$178.98,$227.28,$229.65,$166.54,$167.08,$248.39,$182.40,$202.55,$146.54,$141.91,$174.35,$157.44,$236.98,$164.48
22,$159.66,$138.24,$201.65,$161.60,$168.40,$195.42,$184.39,$234.79,$237.25,$171.53,$172.08,$256.62,$187.63,$208.82,$150.29,$145.77,$178.91,$161.39,$244.23,$168.54
23,$164.79,$141.38,$207.61,$166.05,$173.03,$201.13,$189.77,$242.31,$244.86,$176.50,$177.07,$264.84,$192.83,$215.09,$154.02,$149.63,$183.47,$165.35,$251.45,$172.60
24,$169.92,$144.56,$213.58,$170.49,$177.66,$206.85,$195.17,$249.83,$252.44,$181.50,$182.10,$273.08,$198.04,$221.36,$157.74,$153.48,$188.02,$169.30,$258.68,$176.66
25,$175.04,$147.72,$219.55,$174.92,$182.28,$212.56,$200.55,$257.34,$260.03,$186.48,$187.09,$281.32,$203.26,$227.65,$161.48,$157.35,$192.59,$173.27,$265.90,$180.72
26,$180.16,$150.88,$225.51,$179.36,$186.91,$218.28,$205.96,$264.85,$267.64,$191.46,$192.08,$289.55,$208.48,$233.91,$165.21,$161.21,$197.15,$177.22,$273.13,$184.76
27,$185.29,$154.04,$231.49,$183.82,$191.54,$223.99,$211.35,$272.39,$275.23,$196.44,$197.07,$297.77,$213.69,$240.19,$168.94,$165.07,$201.71,$181.18,$280.37,$188.83
28,$190.41,$157.20,$237.46,$188.26,$196.16,$229.71,$216.75,$279.90,$282.84,$201.44,$202.09,$306.01,$218.90,$246.46,$172.67,$168.93,$206.28,$185.13,$287.61,$192.89
29,$195.53,$160.36,$243.42,$192.68,$200.79,$235.42,$222.14,$287.41,$290.43,$206.42,$207.08,$314.24,$224.12,$252.73,$176.40,$172.78,$210.84,$189.09,$294.82,$196.94
30,$200.66,$163.53,$249.38,$197.13,$205.41,$241.14,$227.53,$294.92,$298.02,$211.39,$212.08,$322.48,$229.33,$259.01,$180.15,$176.65,$215.41,$193.05,$302.05,$200.98
31,$204.72,$166.37,$255.11,$201.37,$209.85,$246.63,$233.16,$302.45,$305.05,$216.16,$217.08,$330.38,$234.55,$265.03,$183.88,$180.32,$219.75,$200.63,$309.23,$206.40
32,$208.99,$169.54,$261.09,$205.82,$214.47,$252.34,$238.56,$309.97,$312.62,$221.17,$222.10,$338.62,$239.75,$271.29,$187.61,$184.18,$224.31,$204.67,$316.48,$210.50
33,$213.62,$172.69,$267.04,$210.24,$219.07,$258.04,$243.94,$317.49,$320.20,$226.13,$227.09,$346.84,$244.98,$277.57,$191.33,$188.03,$228.87,$208.70,$323.71,$214.59
34,$218.56,$175.83,$273.02,$214.69,$223.71,$263.75,$249.34,$325.00,$327.78,$231.11,$232.08,$355.06,$250.19,$283.83,$195.07,$191.90,$233.43,$212.72,$330.92,$218.67
35,$223.50,$178.99,$278.96,$219.12,$228.33,$269.48,$254.76,$332.52,$335.37,$236.08,$237.07,$363.28,$255.41,$290.09,$198.79,$195.75,$237.99,$216.75,$338.15,$222.74
36,$228.44,$182.16,$284.94,$223.56,$232.96,$275.18,$260.16,$340.04,$342.94,$241.08,$242.09,$371.51,$260.61,$296.36,$202.53,$199.60,$242.54,$220.78,$345.40,$226.83
37,$233.38,$185.33,$290.89,$227.99,$237.57,$280.88,$265.54,$347.56,$350.53,$246.05,$247.08,$379.73,$265.83,$302.63,$206.26,$203.46,$247.09,$224.81,$352.62,$230.91
38,$238.32,$188.46,$296.87,$232.44,$242.20,$286.61,$270.94,$355.07,$358.11,$251.02,$252.08,$387.96,$271.05,$308.90,$210.00,$207.32,$251.66,$228.84,$359.84,$235.00
39,$243.26,$191.62,$302.82,$236.86,$246.82,$292.30,$276.34,$362.60,$365.71,$256.00,$257.08,$396.18,$276.27,$315.17,$213.74,$211.17,$256.22,$232.86,$367.07,$239.07
40,$248.20,$194.79,$308.78,$241.31,$251.45,$298.02,$281.76,$370.13,$373.28,$260.98,$262.09,$404.41,$281.48,$321.43,$217.46,$215.02,$260.78,$236.90,$374.30,$243.17
41,$253.14,$198.68,$314.45,$245.73,$257.04,$303.72,$287.15,$378.35,$382.28,$265.47,$270.20,$412.62,$285.87,$327.71,$221.21,$218.67,$264.81,$241.16,$382.45,$254.54
42,$258.08,$201.85,$320.41,$250.18,$261.68,$309.43,$292.55,$385.88,$389.88,$270.43,$275.24,$420.83,$291.08,$333.97,$224.95,$222.53,$269.36,$245.21,$389.70,$258.74
43,$263.02,$205.01,$326.36,$254.62,$266.33,$315.14,$297.95,$393.42,$397.51,$275.40,$280.30,$429.06,$296.27,$340.23,$228.67,$226.37,$273.92,$249.23,$396.94,$262.95
44,$267.96,$208.20,$332.32,$259.05,$270.97,$320.86,$303.35,$400.94,$405.11,$280.37,$285.36,$437.29,$301.47,$346.50,$232.40,$230.23,$278.46,$253.26,$404.18,$267.14
45,$272.89,$211.36,$338.27,$263.48,$275.61,$326.57,$308.74,$408.47,$412.72,$285.35,$290.42,$445.51,$306.67,$352.78,$236.13,$234.08,$283.02,$257.29,$411.42,$271.35
46,$277.83,$214.53,$344.24,$267.92,$280.23,$332.26,$314.14,$416.01,$420.32,$290.31,$295.47,$453.73,$311.88,$359.04,$239.87,$237.94,$287.57,$261.32,$418.68,$275.56
47,$282.77,$217.69,$350.19,$272.36,$284.87,$337.98,$319.55,$423.53,$427.94,$295.27,$300.52,$461.95,$317.07,$365.31,$243.59,$241.78,$292.12,$265.37,$425.91,$279.75
48,$287.71,$220.87,$356.14,$276.79,$289.52,$343.71,$324.96,$431.08,$435.56,$300.25,$305.59,$470.18,$322.26,$371.57,$247.32,$245.63,$296.66,$269.39,$433.17,$283.96
49,$292.65,$224.04,$362.11,$281.23,$294.15,$349.40,$330.34,$438.60,$443.16,$305.22,$310.65,$478.39,$327.47,$377.84,$251.05,$249.49,$301.21,$273.44,$440.41,$288.17
50,$297.59,$227.19,$368.06,$285.66,$298.79,$355.12,$335.74,$446.14,$450.77,$310.19,$315.70,$486.62,$332.68,$384.11,$254.81,$253.35,$305.76,$277.46,$447.66,$292.38
51,$302.53,$229.92,$371.90,$289.83,$303.15,$360.48,$341.15,$453.67,$457.51,$314.85,$320.76,$494.38,$337.86,$390.01,$258.55,$256.22,$309.72,$281.51,$456.36,$300.22
52,$307.47,$233.10,$377.82,$294.25,$307.79,$366.18,$346.55,$461.20,$465.11,$319.82,$325.82,$502.58,$343.06,$396.26,$262.27,$260.05,$314.25,$285.54,$463.61,$304.48
53,$312.41,$236.26,$383.74,$298.69,$312.42,$371.88,$351.95,$468.72,$472.69,$324.78,$330.88,$510.80,$348.26,$402.53,$266.00,$263.88,$318.81,$289.58,$470.88,$308.75
54,$317.35,$239.41,$389.67,$303.12,$317.06,$377.59,$357.36,$476.25,$480.28,$329.74,$335.94,$519.01,$353.47,$408.80,$269.74,$267.73,$323.34,$293.59,$478.16,$312.99
55,$322.29,$242.56,$395.59,$307.56,$321.70,$383.30,$362.75,$483.79,$487.90,$334.72,$341.00,$527.23,$358.66,$415.05,$273.48,$271.57,$327.88,$297.63,$485.41,$317.24
56,$327.23,$245.74,$401.51,$311.98,$326.34,$389.01,$368.16,$491.31,$495.48,$339.69,$346.07,$535.45,$363.85,$421.31,$277.22,$275.40,$332.42,$301.67,$492.69,$321.50
57,$332.17,$248.90,$407.43,$316.42,$330.96,$394.71,$373.54,$498.86,$503.08,$344.65,$351.11,$543.66,$369.05,$427.58,$280.93,$279.24,$336.96,$305.71,$499.96,$325.77
58,$337.11,$252.07,$413.36,$320.85,$335.60,$400.42,$378.94,$506.38,$510.66,$349.61,$356.17,$551.88,$374.27,$433.83,$284.68,$283.08,$341.51,$309.75,$507.23,$330.01
59,$342.05,$255.22,$419.28,$325.29,$340.24,$406.12,$384.35,$513.93,$518.28,$354.57,$361.22,$560.09,$379.46,$440.10,$288.40,$286.91,$346.04,$313.76,$514.49,$334.27
60,$346.99,$258.39,$425.21,$329.71,$344.87,$411.83,$389.76,$521.45,$525.88,$359.55,$366.29,$568.32,$384.65,$446.35,$292.14,$290.76,$350.57,$317.80,$521.76,$338.52
61,$351.93,$261.29,$430.72,$333.82,$349.17,$417.91,$395.52,$529.48,$533.46,$364.51,$371.34,$575.96,$389.48,$452.62,$296.15,$294.58,$354.77,$322.15,$528.78,$344.70
62,$356.87,$264.46,$436.64,$338.25,$353.80,$423.63,$400.93,$537.01,$541.06,$369.47,$376.39,$584.17,$394.67,$458.89,$299.90,$298.42,$359.31,$326.19,$536.04,$348.98
63,$361.81,$267.61,$442.55,$342.68,$358.43,$429.34,$406.34,$544.57,$548.66,$374.43,$381.45,$592.37,$399.86,$465.14,$303.65,$302.25,$363.85,$330.23,$543.30,$353.26
64,$366.75,$270.79,$448.48,$347.11,$363.07,$435.05,$411.74,$552.11,$556.26,$379.40,$386.53,$600.59,$405.06,$471.40,$307.37,$306.10,$368.38,$334.27,$550.58,$357.55
65,$371.69,$273.93,$454.38,$351.53,$367.69,$440.76,$417.14,$559.63,$563.84,$384.37,$391.58,$608.81,$410.25,$477.67,$311.12,$309.93,$372.91,$338.30,$557.82,$361.82
